gene_id	orgP10_1	orgP10_2	orgP10_3	P27RE_1	P27RE_2	P27RE_3	P29_1	P29_2	P29_3	P42RE_1	P42RE_2	P42RE_3	P11_1	P11_2	P11_3	p26RE1	p26RE2	p26RE3	P12_1	P12_2	P12_3	P16RE_1	P16RE_2	P16RE_3				
KCTD11	3.439588774	2.57364721	3.010696439	2.571516044	2.154970358	2.251686219	9.365508109	9.632219927	13.78223858	1.898408354	2.642086149	2.021028729	3.043541468	2.31270968	3.002298636	1.77172284	1.985631354	1.550227444	3.115108704	4.011956179	3.480875281	2.690891684	2.951432646	3.02831644				
KCTD12	0	0.008463312	0.025880325	0.069999403	0.047995025	0.033687918	0.04075403	0.093879669	0.136769815	0.019582748	0.068135113	0.074535846	0.231803919	0.285275968	0.238954518	0.146722354	0.185838265	0.158245653	0.033731234	0	0.038984145	0.014177213	0.014461405	0				
KCTD13	4.905309846	4.827890744	5.440340658	8.025146369	8.707608482	8.583852171	3.156624031	3.193563014	3.489437823	5.226782063	4.813880789	4.778502928	3.700080712	3.182963468	3.282729804	4.335257757	4.548245864	4.334118394	8.308025207	8.338689697	8.23741849	4.665083862	4.001763756	4.448522342				
KCTD14	0.088893947	0.027825871	0	0.143841025	0.026299857	0.027689977	0.053596813	0.112239899	0	0	0.128009247	0.070017331	0.050808682	0.026053801	0.073653762	0	0.107824112	0.069371157	0.166353484	0.0289826	0.032043241	0.163142582	0.047546538	0.083631614				
KCTD15	5.890361439	6.308902652	5.173751595	4.545464058	4.949386445	4.472918017	1.101588258	0.856073874	0.523488379	3.866553398	5.31339687	5.048033851	10.35308824	10.10737535	9.650625431	6.016026365	5.886608733	6.538639669	1.237644199	1.154142362	1.203989377	0.845761857	0.671849398	0.778876924				
KCTD16	0.115700494	0.074503426	0.16454188	0.028884943	0.023472514	0.033980637	0.011958734	0.00939128	0.015677071	0.014365749	0.007140483	0.003905636	0.008502476	0.014533069	0.02465088	0.01793906	0.004009691	0.030956736	0.012372483	0.016166782	0.003574808	0.010400292	0.002652193	0.027990327				
KCTD17	5.368938152	5.024774029	4.132183406	4.103122101	5.022890808	4.017137468	1.755248056	1.391291242	1.634361229	3.054425261	2.546657024	2.871614321	10.83893136	8.883253374	10.7755288	11.12263392	9.834400984	9.78803748	5.515815946	5.464290853	5.139057527	5.435506527	5.631779204	5.03404386				
KCTD18	2.610926828	2.469609258	2.933840985	4.518690035	4.651551532	5.144939369	5.954604091	6.199091627	6.603758595	5.693725141	6.313999031	6.303610131	5.417751478	5.107097561	4.937975317	6.391274644	6.769885592	6.400464093	9.488774356	9.141742092	8.859087858	10.41674446	9.745151772	9.914460772				
KCTD19	0.753998737	0.796564542	0.469126447	0.091504502	0.100383962	0.017614985	0.017047813	0	0	0	0	0	1.890834365	1.29278229	1.530592036	0.946204197	1.166069678	0.948805276	0	0	0	0	0	0				
KCTD2	21.69722864	20.94685926	22.2983045	16.43214168	17.64655309	17.51268143	5.878993033	5.548413708	6.083079551	9.577798529	9.920438166	10.18454281	8.182673873	8.277168281	8.988702696	9.748049072	10.57454758	8.894446199	9.276161087	8.590955919	8.205114559	6.27564176	6.488654183	5.952028503				
KCTD20	20.75294056	20.46465554	20.59758384	20.5704951	22.04322433	20.10860739	18.61500747	17.89837671	16.45688897	17.24875298	15.61597677	15.21835758	31.65539344	31.23487674	32.3463475	41.92446969	41.63291743	40.81987597	32.40790823	33.5814238	33.21361639	30.20038536	30.00207701	29.77561519				
KCTD21	2.311763892	2.503445278	2.634938818	2.886617354	3.362427194	2.959493406	3.383868186	3.226813727	3.612185033	3.012427397	2.82146425	2.691822249	2.434519768	2.279393299	2.651707624	1.876334403	1.742406715	1.642421723	4.738777285	4.875201901	4.486880215	4.256677542	3.677303353	4.349824759				
KCTD3	22.66556688	22.12283088	25.30045763	33.78668633	33.54941595	34.01930095	50.34461	49.6370929	61.75495695	47.30937749	43.29426798	42.54946268	16.6698999	16.24984649	14.83887548	17.78744591	17.23975553	18.35175234	60.23024649	61.33747925	62.67145047	83.79367346	91.86317267	95.70127479				
KCTD4	0	0	0	0	0	0	0	0.025120232	0	0	0	0	0	0	0	0	0	0	0.024820871	0.025946197	0	0	0	0				
KCTD5	7.029178482	6.450868364	7.208978603	16.06399983	15.29337223	15.22732875	12.67302404	12.94544605	13.8102738	10.51285866	10.64799941	9.652982151	16.63143712	16.69541985	16.29985972	14.45916634	12.65067659	12.60938373	6.278138609	6.852966854	5.923120855	6.067208372	7.177577429	6.591595052				
KCTD6	10.34967388	10.94589801	10.94618211	5.057047533	5.69234329	4.645538979	3.759420868	3.984601128	3.636913947	6.857106345	7.274744657	7.01599865	10.6188305	11.35276509	9.910799582	8.746875517	9.075678831	9.413978028	6.096179831	6.073853563	5.687796139	5.431372581	5.962232474	5.810272527				
KCTD7	4.996023165	4.330205785	4.980067483	4.407655953	3.561371455	4.14921682	5.736598633	5.621960232	5.434883386	2.663581456	3.086606135	2.905026795	2.810743759	2.982864617	3.448593609	3.277771256	3.829603845	3.178552649	2.287337555	1.965811789	2.35067053	1.507915694	1.686810929	1.575696524				
KCTD8	0.046049104	0.028828879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KCTD9	9.979778346	9.775125372	9.884846202	11.32532015	10.63223132	12.16695305	12.20854889	12.87716127	12.129773	5.223697996	5.192868955	5.231706514	7.309550259	7.525474371	6.393277922	4.169360235	4.248772885	4.719237037	5.13276943	5.333156133	5.771277769	5.562193355	6.11114864	5.89143996				
KDELC1	9.018679428	8.281486215	8.919705635	11.32698847	11.4859775	11.57948068	2.056057109	1.845298774	1.658675936	7.246830845	5.288374916	6.72969245	8.653147591	10.52183352	9.873630569	9.828930515	11.24225305	11.98995666	8.08800781	7.770505452	8.023755666	9.176371441	8.759012575	8.343771274				
KDELC2	4.519569803	4.766017849	4.81078961	8.643967144	9.425771714	8.723875641	9.626785867	8.793670648	9.030216169	18.82239133	17.97779079	17.78460978	5.960482342	6.547168065	5.484077065	10.57104425	10.24509084	9.757033452	6.308678136	5.241941184	5.448308289	7.371844142	6.974717739	8.155515438				
KDELR1	198.488061	213.2785447	203.9897657	174.3050392	166.3668488	178.8377164	232.5030597	228.2350418	234.0431466	289.4198264	275.1957514	281.9820301	144.9475268	138.9079594	149.0239681	74.20186232	70.45785162	75.30700255	184.8778223	203.0057615	183.2169739	171.1390832	174.4538192	166.936562				
KDELR2	100.7467013	102.5629396	102.5496913	83.71083952	84.79696476	87.44240066	55.90245954	54.12313914	55.47699335	61.92290833	58.75552835	62.11559385	104.5227945	103.6522798	105.4911249	86.04461928	82.93738935	81.83406158	173.3074474	185.7785444	176.0244343	148.2635792	147.2461904	150.0140715				
KDELR3	14.94805474	15.53827986	14.70505325	14.19652594	14.84376952	15.46239513	20.26502828	22.22812504	22.71274259	18.78050488	22.12227634	20.98307698	20.14980288	24.43875391	21.63140025	11.04329094	11.91996785	13.37453262	14.20824318	14.99717512	15.20450932	19.5564915	21.11217744	20.74664441				
KDF1	1.355152728	1.219558585	1.783597619	6.98954679	5.212100657	6.51651827	1.966055459	1.924934007	0.803333757	0.122689702	0	0	0.314664215	0.148942425	0.140352775	0	0.03424449	0	1.083080104	1.380712994	1.099094425	1.532196454	1.177845466	1.434296885				
KDM1A	38.54191839	38.9429444	39.62538579	41.90221385	43.01290171	42.71378769	25.3063136	24.70446288	26.69183095	32.78946672	29.81145129	32.07849745	37.76437248	37.6667957	35.84451294	44.52225966	41.89080832	43.58151722	30.13435813	31.01618069	30.41664152	32.61739783	34.62685943	32.98510471				
KDM1B	6.255125015	6.539412279	6.303194963	14.9095021	15.80978668	14.67036159	12.18707766	12.26332507	9.362787133	8.468136041	8.800802681	7.808865097	7.949957499	8.013551361	8.806595157	14.85068757	14.78904986	14.75855162	7.864736675	7.313139479	8.032580936	8.042847736	8.096252517	7.562932351				
KDM2A	16.83734261	16.1196663	16.63823208	19.05217178	19.41335272	19.44752152	19.49714409	17.20097376	19.31486221	17.38211195	16.23868232	15.02487636	46.62335388	46.86351555	51.75823168	67.06883614	66.4273421	65.50425172	25.24894124	24.76797724	23.4489522	14.40764455	13.82239989	14.02724903				
KDM2B	4.15211376	4.315971404	3.941748572	5.615790589	5.29760472	5.379784718	4.576588928	4.339348467	5.959107881	8.955174426	8.371281443	8.020042525	3.337317442	3.548732875	3.361049093	4.132121111	3.926338198	3.813133864	2.760445177	2.872238647	2.156423291	2.594365445	2.268318164	2.467147859				
KDM3A	43.37742098	42.30717949	44.72744689	29.67485885	22.13034533	29.07129937	51.47085074	56.48105079	64.0867109	28.96503384	37.11464239	29.94079944	10.46404332	11.20094651	10.39886428	9.486214964	9.052680842	8.638356155	31.49849007	32.95727976	31.79663911	18.67262548	21.37320897	22.78796923				
KDM3B	36.29607361	35.11371485	35.91614084	28.72167626	27.89560327	28.33244756	17.21505425	14.60473102	14.57329115	17.2568708	15.88572427	16.89249395	14.34757733	14.777769	15.60423043	20.17007976	20.89326364	19.70749064	14.32948767	14.13287619	14.26865454	12.60678233	12.11326108	12.21004403				
KDM4A	13.93346019	13.96872878	14.90025116	21.96354852	22.01501589	23.37914186	19.12300411	17.43850684	20.40560295	19.02249069	16.23267051	16.47612028	53.24014028	51.48863734	54.29651455	54.25122051	54.53305811	56.32500352	20.07459027	18.3966129	18.03215709	14.60596579	13.21570932	13.17591018				
KDM4B	11.05180311	11.41834514	10.75464691	8.017696747	6.460469675	7.888803412	6.331295289	6.112913167	6.671580413	4.715737394	5.222808337	4.668064691	6.493353077	7.231834746	6.63955746	4.137204348	4.259189403	4.077802959	7.747945218	8.126435716	7.383868535	5.064138911	4.969206267	4.853241677				
KDM4C	6.213305814	5.933688027	6.072502306	5.663998977	5.264071709	5.463530414	12.59191702	13.17272206	13.86938813	6.855642481	7.798535011	7.091855166	6.483427861	6.526867053	6.436849099	5.061054753	5.296984481	4.845456982	5.103748174	5.075393282	5.037012425	3.593957063	3.479994726	3.890384648				
KDM4D	0.661523606	0.90520159	0.578939555	0.422052977	0.687802281	0.900780832	0.307686074	0.268475651	0.412318569	0.80083496	0.428673872	0.401952218	0.243066753	0.216043308	0.187923587	0.538479427	0.320958615	0.44249188	0.512867306	0.554606504	0.265708931	0.237856838	0.212296729	0.106690768				
KDM4E	0	0	0	0	0	0	0	0.022757491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KDM5A	35.17572151	34.71793282	35.91978401	31.37107714	32.49625972	32.84204767	22.98342471	20.82327472	22.08648635	15.44754326	17.17717885	15.44452062	9.971072548	9.997927521	9.073195103	10.09185356	10.23718429	10.33491321	14.70691605	14.88660897	15.04504674	13.22350722	12.81436008	12.68881037				
KDM5B	22.04855238	22.47704841	21.36831872	10.27054482	9.58950753	10.48707063	26.09989061	27.16187443	27.93041362	10.57258817	10.18936007	9.170732036	6.117152985	6.312233328	5.989222944	6.246695619	6.198859326	5.821284257	20.03341163	19.67183877	20.26200926	19.18087677	19.04456831	19.03541642				
KDM5C	17.71801717	17.57063572	17.60922144	19.48996366	18.50226522	19.85395264	43.9257476	42.43638945	47.73318143	32.12105564	30.87481479	31.6911909	26.41959476	25.73868984	26.27205656	27.13775901	26.7404482	26.67553672	26.34782959	27.33283018	24.311322	17.53074927	17.630061	16.44071165				
KDM5D	12.40630609	12.99100227	12.81873723	16.75738751	15.2705339	16.22399891	0.37483958	0.017443805	0	0.010006357	0.029841907	0.032645308	0.00789645	0	0	0	0	0	0.008617963	0	0	0	0	0				
KDM6A	17.7116606	16.43937579	17.03931015	16.51868319	16.45833929	16.77684036	18.26623623	18.49961071	18.512126	14.66739095	13.41243001	13.65834105	10.44786758	10.25901068	11.08968864	9.824995126	9.847009419	9.325036024	13.37682313	13.05632689	13.30389283	7.25023072	7.338180742	7.317999031				
KDM6B	13.17408665	12.61299283	12.01143744	7.805915613	7.997687227	8.27834677	4.870538573	4.247085756	4.797369694	3.131896186	2.892379129	3.226270868	3.268616116	3.208219528	2.921456221	4.656610831	4.447035165	4.072623829	4.398910113	4.363854514	4.331470823	2.373161977	2.13925291	1.996936422				
KDM7A	5.505920098	5.596040938	6.008969789	5.70230772	5.522889753	6.0551867	9.787342704	10.61347607	6.842948306	3.040797697	3.704150783	2.879903311	3.995874757	4.162649757	3.871840848	5.28445066	5.281818976	5.369700199	3.60454601	3.648160249	4.159253153	3.145587353	3.243038565	3.422590551				
KDM8	2.07046676	2.281755292	2.162035227	1.09644956	1.199809888	1.646993081	0.866620489	0.826398292	0.762796174	0.780788301	1.275153303	1.192777741	1.437692364	1.654991402	1.460302617	1.230357386	1.183045497	1.021529886	1.77719706	2.142294947	2.164981811	1.022856809	1.098274358	1.223474082				
KDR	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025419541	0.023953572	0.052294835	0.07013281	0.02256079	0	0	0	0	0.015463018	0				
KDSR	6.367956407	6.520200089	6.731583403	8.888502205	8.786138562	8.166061	8.046657748	7.739779848	8.015532959	7.877411727	7.295290371	7.74624333	6.769165297	6.74162687	5.983002433	8.43733151	8.109025181	8.174020471	22.33008579	22.54693842	22.62179858	26.56443148	28.63282358	27.92994366				
KEAP1	9.086745207	10.76875596	9.358937869	12.70377147	11.9041163	12.3125501	3.287201867	3.132175417	2.792422423	5.015025868	5.338726433	4.272834236	24.36868494	24.75197903	24.42372732	20.14340671	21.88927078	23.50707714	13.5527174	16.08693573	14.3465245	17.98197308	18.28411093	16.20858014				
KEL	0.337601236	0.792577733	0.363548614	0.163883739	0.149822309	0.216894425	0.057248397	0.039962292	0	0.045847447	0	0.024929219	0.361802063	0.278288634	0.139861048	0.572514592	0.793394962	0.419885595	0.118458168	0.123828809	0.045635156	0.033191922	0.050785913	0.059552993				
KERA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KHDC1	0.758372988	0.655191889	0.900140874	1.767078843	2.611662386	1.644154018	0.054869484	0.028726267	0.057544073	0.065913437	0	0	0.702204501	0.800173687	0.728892684	0.041154314	0.036794808	0	0.028383932	0	0	0	0	0				
KHDC1L	0	0	0	0	0.157136469	0	0	0	0	0	0	0	0.531250778	0.077833168	0.073344455	0	0	0	0.082827443	0	0	0	0.071020301	0.083280405				
KHDC3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KHDC4	24.25397465	24.80503405	25.28412565	18.67748789	19.40940001	18.87282005	37.54974428	38.5524454	34.37293846	23.65599543	24.12509036	25.43700157	13.06274741	12.91765241	13.04438001	20.69594326	20.00759519	20.56204457	24.53984472	23.09821163	24.13562867	23.9972269	22.9106932	25.00986837				
KHDRBS1	73.12043541	77.37153694	75.20075988	81.01075803	81.54700835	80.82610419	56.93626297	55.08876507	58.34739187	72.99959856	64.90675242	66.61811325	60.04007661	61.89970624	61.05152387	81.58546738	79.0727303	81.38360546	46.84848503	49.63788297	48.82639783	51.42737067	50.16594565	47.83612658				
KHDRBS2	0	0	0	0	0.002878871	0	0	0.003071539	0	0	0	0	0	0	0	0	0	0	0.136572083	0.190351961	0.108734383	0.443902211	0.356515352	0.408905348				
KHDRBS3	1.282719612	1.347963499	1.490934495	3.172693012	2.683614268	2.811190864	3.204043965	2.299248519	1.839432797	3.367825658	2.704747412	3.175336377	0.340394704	0.443084495	0.291006729	1.429466751	1.296564683	1.30488824	2.200406325	2.509274261	2.295370242	3.351004476	2.866858586	2.930764386				
KHK	1.76182496	2.316267021	1.911289011	3.111491768	2.770057962	2.47743463	3.717898906	3.861144679	4.726695925	17.77375501	17.81383372	21.09306589	4.905517577	4.573569862	4.810301573	3.164177065	4.009436912	4.222891542	7.08075742	7.53307942	5.770136368	9.858535779	9.961922155	10.51346752				
KHNYN	22.25100331	22.32622411	22.83185862	18.79494875	17.06500966	18.81704358	32.81525647	32.51948885	34.40007369	20.86306143	23.45207756	23.43230705	12.28463627	11.96294709	12.05892405	11.21206876	11.03340423	11.03012914	82.93782264	84.09733402	83.37690697	76.28495233	75.03216167	70.62777344				
KHSRP	58.75047348	59.17006971	57.95539016	63.65222714	63.1206653	63.73591296	29.31630072	25.91033874	24.89311688	60.85975498	54.61260969	57.40906655	40.71358124	37.89704389	42.42864595	54.43586849	57.97389005	58.7562066	38.01225828	37.05064231	36.53820108	43.0210935	40.06528732	37.85809013				
KIAA0040	0.022060677	0.082866055	0.126699831	0.728214948	0.67552339	0.649383208	7.980624313	7.499799162	3.797722502	1.342171412	2.060940089	2.00693908	0.018913671	0.009698599	0.009139272	0.029928942	0.013379274	0	1.362361911	1.035729822	1.717658556	3.600437692	3.619512824	3.694342312				
KIAA0100	28.81807885	28.85397327	29.74015842	75.22723983	85.8181952	77.55873212	59.31264549	55.59046323	50.43702452	59.9330419	60.20307446	59.29438501	36.65954114	38.36808721	39.34750218	55.86768495	54.83547189	54.81928262	71.303775	68.27987228	65.72701715	68.61457883	62.95170534	63.58484398				
KIAA0232	7.319965389	7.238898436	6.734671484	7.450258587	7.763426887	7.187284802	14.29991833	13.97892587	13.83615498	11.69576838	12.45364466	11.7527208	20.7666843	21.04258357	19.61757942	17.97290551	18.21484257	17.0895606	13.58982024	13.88824878	14.79036771	11.76118122	11.08483913	12.15257133				
KIAA0319	0.893282141	0.826426727	0.791718582	1.117804777	0.833960883	0.958425233	2.66899509	2.493872794	1.142231221	0.287551733	0.271561936	0.320526072	5.718372116	5.806381788	5.000028363	9.470651624	9.976304827	9.217217861	0.842022131	0.906085791	1.016081924	0.546465235	0.419391804	0.479340249				
KIAA0319L	19.730668	18.18510814	19.28344799	12.10388219	11.21513879	12.72128941	12.30532603	11.1999596	14.1656462	8.051853192	8.786540159	8.963965763	24.98823924	24.43999434	25.72799446	19.47970515	19.22435302	18.37980306	19.99468366	20.48166305	20.05923709	12.36089752	11.42961306	11.21962288				
KIAA0355	13.36675796	13.18875137	12.60717305	7.531176742	7.290844547	8.29427836	4.681927621	4.461588994	4.453208252	3.619417504	3.509868889	3.694883934	2.373198695	2.2687396	2.158195756	1.595189989	1.396497672	2.083684238	5.195364618	5.454871315	5.580588256	3.808469254	4.461310816	4.202067458				
KIAA0391	6.018760386	7.119230601	7.086786561	8.377326746	9.927739166	8.975864308	9.842963242	9.986887164	10.10383771	20.50414833	21.4952938	20.70375551	24.20256962	22.9636116	22.66901975	26.15831106	23.08584843	23.17289167	42.84384238	39.43763755	41.54799877	60.80147798	57.78968513	57.40968673				
KIAA0408	0	0	0	0	0	0	0	0.006552163	0.02625041	0.037585425	0.067254489	0.065397773	0	0	0	0	0	0	0	0	0	0	0	0				
KIAA0513	1.277851468	1.348827767	1.436511943	0.851129741	1.362777069	1.013622968	0.286680846	0.272035139	0.19730483	0.521955549	0.395842852	0.392066824	4.79839628	3.97604794	4.645471966	2.190537988	2.481157999	2.290107	1.269816448	1.327387228	1.237251953	0.66225912	0.643744675	0.573144423				
KIAA0556	5.163767679	5.001148376	5.376645821	5.838437827	7.111867617	6.156616172	3.271987021	3.188421208	3.270268199	3.139173698	3.479040667	3.786742938	5.474948236	5.351604634	4.935675251	5.171772852	5.262044358	4.746590332	8.527350648	7.520661172	8.507418142	4.596228059	4.032511189	4.65249072				
KIAA0586	3.823045418	3.851680347	3.826087939	4.211986684	4.332689674	4.477104269	4.402225872	3.85111336	4.194098194	5.280726199	5.57295759	4.969339562	3.797092934	3.471685186	3.508031131	5.98016741	6.301147406	6.154348326	4.202682123	3.507767043	4.104111142	5.099236443	4.944454087	4.952873064				
KIAA0753	6.096481131	5.894025034	6.251910981	7.506010775	6.322877194	6.895336174	2.895840225	2.648706654	2.866298988	2.338146396	2.818372219	2.666734663	2.610187587	2.709883837	2.336142228	4.221913236	3.72010926	4.336243338	3.410002306	3.535266256	3.357179229	3.485736268	3.290894649	3.534473285				
KIAA0754	9.342929186	9.772043945	9.266921365	7.545955003	9.214683828	7.902891595	6.249861436	5.750859483	6.394083182	5.923997291	7.272132152	6.156784755	5.786634934	6.196597469	6.119517063	8.064063679	8.274698472	8.211854224	5.652180812	4.876431391	5.06042157	4.93492869	4.32303897	4.508585633				
KIAA0825	0.554634535	0.55312399	0.517737339	0.527353361	0.518721413	0.503304788	0.426989107	0.321210401	0.393457541	0.141927814	0.071782728	0.11372749	0.070737717	0.072546123	0.087351853	0.055967585	0.066718532	0.075118617	0.220881062	0.219686829	0.200753007	0.149619428	0.134230858	0.105653992				
KIAA0895	5.285729367	5.326603201	6.343463821	6.345730807	6.214914175	6.001669498	5.44861188	5.17765834	4.65761378	3.161499011	2.872752722	2.780013711	4.785093855	5.137303856	5.434386591	3.361870519	3.557258086	3.419661366	6.413557571	7.671626708	7.264821519	6.678684501	5.87321369	6.780153361				
KIAA0895L	4.166197845	3.71052259	3.465687551	3.290448062	2.97877596	2.997179385	4.186541625	3.42862357	3.622255537	2.873825847	3.160407128	2.519728114	2.622213661	3.328855901	3.109481325	2.848495836	3.44914534	2.689999243	2.165694033	2.247711413	1.895093807	2.535667571	2.374271312	2.799691272				
KIAA0930	8.769386999	9.274215306	8.856035623	10.82418618	12.2585518	9.951997373	6.064872848	5.586132117	6.250022241	10.63913214	11.50188476	11.82548264	25.38713026	24.52182561	25.70654763	16.49116588	18.56906974	17.61834867	18.19353342	17.74073139	17.55380997	14.59978807	14.6988685	14.02700397				
KIAA1024	1.473466351	1.313500558	1.303098555	0.316171562	0.573348874	0.51884321	0.096564872	0.096055245	0.086081102	0.046400455	0.040360784	0.088304696	1.8811783	1.492720252	1.698576501	1.02847089	1.165594111	1.187360917	2.098022522	1.869392813	2.170723378	0.743229198	0.625348282	0.868911475				
KIAA1024L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
KIAA1107	1.413720412	1.327582009	1.301425291	1.011346075	0.756467442	1.182035464	1.174563509	1.530916436	1.27031138	0.360092799	0.504076847	0.35163698	0.023197129	0.035685243	0.00560454	0.146828291	0.131274667	0.205867883	0.99368014	1.01226699	1.287405642	1.399237213	1.481555258	1.50821716				
KIAA1109	19.18412372	18.87086488	19.46533001	20.33698578	19.63063146	20.93942213	17.835415	16.76025695	17.25754065	5.844488171	6.345836012	5.507865513	8.654448359	8.455920799	7.508055363	11.97604927	11.66499189	11.04556417	19.55321258	18.46502431	20.26313405	13.12065204	13.55139797	14.51098882				
KIAA1143	6.025655785	6.095343765	5.82993162	7.541112122	7.681420922	7.895357789	10.1849262	10.49023997	10.91738203	9.907813274	9.674084527	9.36866523	4.952761087	4.822555646	4.607177975	4.535029559	3.936534641	4.343514265	7.753675271	8.422646874	9.347197111	10.39773359	11.13560314	11.08345833				
KIAA1147	9.454451869	9.398168441	9.472291788	12.94799295	12.08267579	12.53959118	32.67340869	32.87283744	41.97769681	24.29749964	25.76976045	25.56597366	14.37103794	15.4487186	15.92121225	17.57558089	18.09081507	17.92277003	22.28394385	22.56264717	21.99297532	20.20851396	20.39756899	21.01248294				
KIAA1191	45.67232577	47.77403378	43.73638646	33.02181225	31.7502695	32.32624296	24.81496477	26.2761346	25.4193371	22.5200388	22.78391764	23.14234171	56.5804661	53.45347406	54.10370938	50.68189857	54.01456356	52.60261887	28.78545703	29.90139884	29.1279452	29.35275701	28.23466162	27.12371467				
KIAA1210	0	0	0	0	0	0.013005171	0.006293213	0	0	0.022679673	0	0	0.011931675	0	0	0	0	0	0.006510947	0.013612278	0.015049772	0.005473092	0.005582804	0				
KIAA1211	6.808097425	7.656655587	7.169633556	6.694841367	7.242306676	7.373668531	9.903596742	9.706152407	11.30034145	5.363829746	4.919927046	5.241646444	3.776822057	3.741329373	3.738134107	4.040883578	4.956256187	4.768434961	0.802134413	0.911946868	0.771413466	0.132885926	0.115468272	0.235480607				
KIAA1211L	0.076692659	0.062417119	0.034258356	0.972927401	0.948443081	0.941240092	2.418367265	2.348229905	2.167693187	0.416605416	0.585327348	0.537622161	0.021917425	0.013486646	0	0.013872829	0.006201635	0.0119699	0.550161365	0.675122689	0.774062569	0.08042867	0.110755235	0.07696279				
KIAA1217	8.437028725	8.264701922	8.043952705	12.0087218	12.30378084	12.59840579	16.52812951	15.94754155	15.35799623	7.552935285	7.142428746	7.081975859	5.361444568	5.858947003	5.21259775	3.495721781	3.216744642	2.972147297	7.557803884	7.028994288	7.716993852	6.895936659	6.560974593	6.749102797				
KIAA1257	0.146746163	0.176262051	0.192733076	0.351209289	0.433148475	0.526203704	0.030864293	0.032317268	0.045316263	0.007415312	0.018428871	0	0.017555231	0.015003358	0.03393144	0.069448373	0.149019979	0.119844349	0.188399621	0.133519498	0.151310008	0.161052661	0.232731511	0.199061961				
KIAA1324	0.060168346	0.144394692	0.115187144	0.038943828	0.106807198	0.143689508	0.102785657	0.082301028	0.13315964	0.130737201	0.144406245	0.078986012	29.16282984	31.80116226	34.165885	17.65891571	18.12369687	17.0756922	0.106341847	0.019617028	0.036147733	0.036807978	0.021454753	0.018868836				
KIAA1324L	10.06284075	9.90855302	9.139235493	8.436325969	7.753502481	8.558226016	8.037828319	8.353691511	7.753254384	4.999994488	5.013273231	5.16438064	0.118880857	0.383177265	0.20789401	6.619917697	6.743594119	6.855786128	5.492462607	5.366894498	6.254970084	5.515418932	5.631276631	5.522499471				
KIAA1328	2.502746743	2.317804383	2.149939726	2.142290188	2.041725324	2.126579038	1.406298561	1.477176434	1.559124999	1.871696754	1.599412984	1.790490179	3.436544507	3.316060676	3.386585378	4.125363071	4.538599387	4.339571925	2.332545042	2.438297678	2.599701021	2.116039663	2.039642907	2.243129596				
KIAA1468	4.883517461	4.219086234	4.679591475	9.082733249	9.175001687	9.334344	6.541383518	6.279383304	6.81016566	7.789182811	8.729645742	7.478849906	8.437114019	7.761531951	7.681362666	8.845665014	8.29926654	8.231770337	10.12191499	10.33811804	10.05963942	9.355576618	9.293206771	9.228582755				
KIAA1522	17.27785016	18.30832908	16.87333524	22.07616945	20.75755343	22.18960339	37.17829803	36.22177737	42.70507862	22.83127695	19.30541403	20.74601408	26.22471842	25.49225268	27.02661906	4.479692045	4.61576015	4.784077401	22.65722836	21.72327226	21.7290673	17.75713398	16.40856775	17.16210939				
KIAA1549	5.548253756	5.690544921	5.786158118	2.820193669	3.472971682	2.847077721	4.163500451	3.383652748	3.495283565	4.210522327	4.072764488	4.252449476	1.795797512	2.035398079	1.964418331	3.971239576	4.306869595	3.798002892	0.590410301	0.668305442	0.444135706	0.287794134	0.239643392	0.319651825				
KIAA1549L	1.233289743	1.209618147	1.193630602	3.352625013	3.742014876	3.483077774	0.144586396	0.043255138	0.043324056	0.004962522	0.014799704	0	0	0.004016257	0.003784636	0.006196891	0	0.021387467	0	0	0	0	0	0				
KIAA1551	21.85781402	21.43284585	22.54609674	19.09331242	20.65244799	18.99761164	19.54785612	19.73652449	17.28303653	11.28504701	14.27472345	12.70885165	31.44649062	28.09359929	28.47718452	25.99684933	26.10507007	27.13919573	15.98919823	15.02216975	16.28164741	12.74700697	12.51072353	12.81391082				
KIAA1586	8.22550901	9.29254807	8.315657484	7.55470885	8.735625539	7.86922188	4.016796529	4.407775079	3.319523698	4.477863915	4.624121652	3.86210642	3.472750931	4.358189992	4.298207616	7.013701834	6.0983441	5.76049188	6.233655165	6.62053626	7.108353437	6.581441941	7.810886276	8.156426042				
KIAA1614	0.24351165	0.088928938	0.194242581	0.013134365	0.01200742	0.025284181	0.122350366	0.089677113	0.102651425	0.176371983	0.087665539	0.079917495	0.034795693	0.023790162	0.022418161	0.018353536	0	0.031671982	0.240508569	0.277877213	0.117036877	0.063843523	0.108538847	0.12727571				
