gene_id	orgP10_1	orgP10_2	orgP10_3	P27RE_1	P27RE_2	P27RE_3	P29_1	P29_2	P29_3	P42RE_1	P42RE_2	P42RE_3	P11_1	P11_2	P11_3	p26RE1	p26RE2	p26RE3	P12_1	P12_2	P12_3	P16RE_1	P16RE_2	P16RE_3				
WRAP73	10.68630117	9.413808201	10.73570398	14.00468054	12.86179108	14.22179377	3.680340763	3.822267348	4.204917134	7.476345053	6.074411734	7.974063264	15.5439877	15.01048599	15.48802645	15.93403472	15.77106918	17.54369618	10.80388691	10.25818557	10.41126197	13.27129856	11.0156708	11.67224633				
WRB	7.760419464	5.687262775	6.424500877	8.857977219	9.191640583	8.525981518	13.30192147	12.289523	11.58796455	13.35879984	12.96848907	13.84604155	6.72081083	7.215359712	6.560292065	5.086300812	5.310723067	5.094476715	11.94681563	10.20617378	11.39738021	11.96023835	12.53654055	12.85078027				
WRB-SH3BGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
WRN	10.94627588	10.93417595	11.11839177	11.77634043	12.53522706	11.24939316	4.408384862	3.835478582	3.808184547	8.081284713	8.284640579	7.931090355	1.902317165	1.839466947	1.820927754	4.195197527	3.682445635	3.388872308	2.471589592	2.507859257	2.20139875	2.43773452	2.639187346	2.644152868				
WRNIP1	17.01861185	18.69762168	17.60863045	24.39274934	23.10310347	24.6735818	17.54457991	16.71232264	15.37669476	17.91237444	18.31663574	17.13168718	24.05384729	24.30549747	23.39282508	27.70625954	28.23166353	30.10104838	26.76715091	27.28793413	26.99946421	24.00148869	22.80939876	24.04448426				
WSB1	48.30699179	47.03841202	49.15051125	56.23004068	47.27158884	53.30723163	119.8680299	125.5109674	128.8993541	32.98077586	40.32444689	35.7751644	25.68555156	29.25281699	23.79182966	39.80922258	39.1249671	37.7279021	32.60652326	30.4956355	33.23043518	19.76959648	19.57913453	20.91904552				
WSB2	23.56741942	21.5065616	23.054314	22.18105235	23.1325448	23.71614195	62.60538652	61.7192296	63.97399401	35.62513972	36.19345706	37.25679525	74.95834424	75.76947527	77.11237291	40.57447248	38.63054387	38.0597292	17.91807362	17.50102982	20.02880626	22.02585799	23.90588623	22.67658889				
WSCD1	1.024393326	0.794190097	1.094574848	6.458821707	8.040257548	6.389278797	0.958774177	1.020829497	0.779552081	2.012332758	2.045482792	2.096907048	0.045955532	0.031420255	0.029608219	0.969598775	0.74407929	0.738996135	0.139318252	0.13980926	0.148132935	0.337278879	0.305813203	0.386621208				
WSCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042533086	0	0	0	0	0	0	0	0	0				
WT1	0.203232079	0.206753179	0.47012674	1.331857813	1.277710291	1.361072072	0.030633671	0.080189473	0.048190344	0	0.018291168	0.060028417	0	0.014891251	0	0	0.020542567	0.019824809	0	0	0	0	0	0				
WTAP	15.69805686	15.87955196	14.68575334	16.08271253	15.83757523	15.16825826	17.65605795	16.64483189	12.07381295	12.42875681	12.81167867	12.925011	13.02976892	14.35995772	14.83063763	16.13866094	15.8585042	15.29139391	23.57223823	22.60747669	21.61655022	21.50245689	22.12972056	23.58609461				
WTIP	7.919833646	7.972207511	7.598510681	9.312603706	9.263808698	7.778729134	1.030358864	1.200671556	0.993439447	2.914692609	3.869936311	4.450586768	0.441117024	0.210040143	0.274052672	0.249293703	0.401194521	0.4086866	2.321145008	1.635560385	1.311499782	1.344126346	0.869818751	1.037261668				
WWC1	4.196601392	4.514886841	4.594953651	8.387539748	9.917299099	9.306094136	2.581939921	2.604665958	1.604881381	2.518551461	2.608343311	2.712468254	0.025562676	0.019662138	0.043232476	0.455065968	0.551522023	0.349017598	7.295427149	6.795034079	6.81938463	5.358631308	5.543793237	6.037967431				
WWC2	14.84863978	14.0489154	13.5822767	8.022290027	7.38098013	7.518125887	3.374556564	2.842339429	3.081316111	2.141979662	2.186544301	2.350232045	6.382883895	6.991090668	6.441618275	8.487410439	8.402133602	8.246346511	3.012218438	2.6997818	2.755769032	2.397825292	2.337289913	2.109563905				
WWC3	3.013459812	2.88710009	3.034566304	3.348469296	3.54043998	3.719436623	7.805864221	7.117646966	7.368547974	8.232081709	7.703775602	8.221682597	2.628384919	2.274395141	2.395797654	0.259946818	0.221846356	0.305850059	5.908225011	6.857591119	6.61168136	5.740525887	4.77252238	4.457450141				
WWOX	3.063942128	2.854113765	2.838473672	1.395634205	1.531064455	1.335649889	1.114348463	0.949003686	1.12971133	1.285095293	0.88716039	1.028731915	1.669079681	1.812865617	1.77637634	2.5297063	2.451040753	2.240400472	1.760098301	1.703311147	1.723292326	0.969128446	0.942422679	1.159207746				
WWP1	127.6478498	129.5189648	132.5594409	57.28145159	58.66970681	57.51402966	29.11559923	28.63235875	27.22162785	17.32112995	16.97015648	17.02237194	22.69731848	23.82885547	20.94916656	25.7089678	26.35350885	25.08822192	31.02088552	29.37355789	29.59738525	28.81354985	29.31927526	28.71069698				
WWP2	7.202750941	6.749478624	6.887182419	7.290835965	7.904373955	6.84554193	5.570656555	5.767527187	6.213244329	5.66686456	5.186060225	5.54637015	6.622458937	6.602914318	6.775053933	4.474801551	5.061455282	4.929503262	4.313571416	4.479128667	4.694990682	4.374104638	4.437169663	4.077364549				
WWTR1	18.54192593	17.51119594	17.93200592	17.90874982	17.94640255	18.69788476	22.14508227	20.07351639	22.75167803	15.39479538	15.22110297	17.19470644	8.490938427	8.86817544	9.278204945	8.090237583	8.419390193	8.170107289	20.83902026	21.52124856	22.22842291	21.31780751	22.60663503	22.26987355				
XAB2	21.10808815	22.00894329	22.51509283	20.78101359	18.86643774	20.9320164	9.1333511	8.560871105	8.37370297	15.59497021	16.02884303	15.98376998	14.17626336	13.70098275	15.59474394	17.20493682	16.76913346	16.57974577	12.50008065	11.3066197	12.43194466	15.81960743	14.35318936	13.86312916				
XAF1	0	0	0	0.009119867	0	0.008778056	0	0	0	0.010205347	0.020290236	0	0.080534818	0.049556211	0.07783043	0.140181882	0.29624002	0.153940441	0	0	0	0	0	0				
XAGE1A	0	0	0	0	0	0	0	0	0	0	0	0	0.300886794	0.102859649	0	0	0	0	0	0	0	0.32204108	0.093856172	0				
XAGE1B	0	0	0	0	0	0.054659611	0	0	0	0	0	0	0.401182392	2.571491229	3.489394896	0.238061218	1.064216129	2.122533633	0	0	0	0	0.093856172	0				
XAGE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
XAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13409754	0	0	0	0				
XAGE5	0	0	0	0	0	0	0	0	0	0.079620338	0.079150437	0	23.37345106	23.64880122	21.6777331	18.4930424	20.0008807	18.01524635	0	0	0	0	0	0				
XBP1	254.7468286	266.6258779	252.4705297	174.7578081	188.855171	173.2092211	52.66877195	51.7694612	43.30555209	53.28326648	54.69959426	56.26574281	273.312869	279.4493327	282.072951	318.2036718	318.6048605	313.6668557	313.8184351	321.5693634	300.5949184	374.8119644	361.0014597	357.1526548				
XCL1	4.839932275	3.926563984	3.32800524	1.442400174	1.576930831	1.502841429	7.35537393	6.831395849	6.261194975	1.863679977	2.100807891	1.936246304	0.354546305	0.282807981	0.342640514	0.207790037	0.334401646	0.161358824	0.501591261	0.674141584	0.314696057	0.698712562	0.331782848	0.590791649				
XCL2	0	0	0	0	0	0	0	0.094211986	0	0	0	0	0	0	0	0	0.120673947	0	0	0	0	0	0	0				
XCR1	0.008405953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
XDH	0.218931279	0.214158053	0.157171942	0.115133513	0.064772254	0.161965244	2.491503768	3.187566697	2.17169109	4.618315555	3.044286128	3.125497762	0.10167096	0.088228607	0.136047894	0.123756806	0.11064716	0.192206064	0.196315289	0.276595218	0.286075106	0.007174885	0.05123097	0.025746377				
XG	0	0.013597547	0	0	0	0.02706228	0	0	0.013733793	0	0	0	0	0	0	0	0.035126625	0	0.013548539	0	0	0.011388882	0	0.040867896				
XIAP	7.889778396	7.79385835	8.193431662	10.3248462	11.21706556	10.54569341	22.19467769	21.08987971	20.17958842	17.17162488	17.5690433	18.06680077	16.74620234	17.72906623	17.13775267	15.79536093	15.88149851	15.28852969	14.21086796	14.14261987	14.03944821	11.96098283	13.09832284	12.53234222				
XIRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
XIRP2	0	0	0	0	0	0	0.007807199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003462942	0.004060743				
XK	0.139186203	0.096818923	0.093754466	1.015992007	0.965422312	1.213960685	2.149272005	1.825746043	1.026784902	0.683271598	0.50664555	0.50551627	1.458489683	2.007965811	2.225322163	1.042056365	0.88790084	0.814637129	5.301024737	5.516151009	5.557930089	6.949628618	7.130297487	7.080820227				
XKR3	0	0	0	0	0	0	0	0	0	0	0	0	0.159312512	0	0.025660457	0.042015947	0.037565168	0.108757922	0	0	0	0	0	0				
XKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
XKR5	0	0	0	0	0.007020944	0	0.028616142	0.007490821	0	0.008593977	0	0.009345826	0	0	0	0	0	0	0	0.007737122	0	0	0	0				
XKR6	0	0	0.020559876	0.250240512	0.222414853	0.43488888	0.006475172	0	0	0	0	0	0	0.012590514	0.005932203	0	0	0	0	0	0	0	0	0				
XKR7	0	0	0	0	0	0	0	0	0.018321163	0	0	0	0	0	0	0	0.023429821	0	0	0	0	0	0	0				
XKR8	4.287410369	4.738774919	4.594233647	4.144107024	4.074782515	4.556080573	2.642198056	2.856406952	2.645036719	3.11217978	3.17576772	2.532734582	1.187316417	1.401154627	1.037416848	0.591952651	0.713332494	0.555168264	3.65665132	3.135882061	3.364464581	2.53661112	2.267831837	2.74856255				
XKR9	0.052582419	0.024689278	0.075498403	0.085084635	0.062227414	0.09827481	0.372516232	0.248969936	0.257678842	0.266592825	0.189299612	0.134603789	2.77250715	3.467544065	3.24578374	2.6870161	2.721278402	2.708265553	0.123001465	0.0942906	0.236927143	0.041357942	0.070311648	0.065959535				
XKRX	0.04358087	0.01637019	0.066745474	0.076160578	0.069625905	0.097741454	0.654277544	0.64380869	0.380286998	0.217798478	0.244753919	0.30893831	0.022418376	0	0.057774823	0	0	0	0.065244753	0.085253514	0.047128258	0.047989065	0.041958031	0.073801755				
XKRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
XKRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
XPA	3.708823231	4.250567109	3.683718555	3.484636853	4.300628386	4.043473321	5.500232688	4.984980452	5.200961514	3.336145827	3.962519664	3.20395731	2.940415039	2.927924177	2.709503928	3.246212571	3.603737572	2.91763669	3.787467748	5.031868671	4.808543524	3.93654543	3.807484221	4.483522778				
XPC	10.90566966	10.96296955	10.67497287	10.78512287	10.23302605	10.17761674	9.626947221	7.814174524	10.77020614	11.94276312	11.87227973	12.93618065	9.524019271	9.435966317	9.288310783	11.21455054	12.33094086	10.93247199	13.81376269	13.37619502	12.13838635	10.67649504	10.06441578	10.51930785				
XPNPEP1	25.11928676	24.58960109	24.80069459	31.75562183	34.26630647	32.4027856	32.73882198	32.36592891	34.71809436	35.23583873	35.46449327	35.49614325	26.60880904	26.56199966	24.55816445	21.96277521	22.57833609	20.84301661	23.33180575	24.01218324	25.33579124	29.46960881	28.32070882	29.3717929				
XPNPEP2	0.843243412	0.681003334	0.807158639	0.163736228	0.179624946	0.236399128	14.4898734	15.34767813	17.88349971	18.26750461	24.27971134	22.47587843	0.867543382	1.126981298	0.754569868	0.068639913	0.040912559	0	1.704262245	1.962981991	1.459010568	0.265296368	0.216491525	0.364929589				
XPNPEP3	15.71524851	15.82036008	14.74733837	17.40188072	18.0195641	17.39996831	4.449363441	3.810722209	3.713482143	3.852547784	3.823275436	3.889312372	6.900140634	7.587330345	7.189872702	9.408197806	10.20252817	9.045617282	9.676561945	9.339910264	9.318473845	8.610060957	8.607876031	8.351754243				
XPO1	59.67789671	60.16125337	58.32731838	73.34590524	77.90247392	70.48654209	64.73022936	62.6965711	69.34176527	87.63001496	80.31583645	80.07646678	50.2027486	50.14357724	49.33474111	68.93405637	67.93519409	67.73408433	57.71840892	56.42401039	61.86253254	60.7404097	63.52149264	64.05016854				
XPO4	6.264378497	6.386415243	6.48463009	7.873703172	8.673046997	7.480447715	5.821525921	5.129382131	4.458002891	8.89644236	8.527938038	7.964054405	9.217108567	8.746920979	9.389338379	10.52917947	9.290967815	10.34510286	8.3289254	8.596471129	8.632143283	11.55668954	11.32789197	11.38123857				
XPO5	19.38658106	20.19317845	19.36946891	28.34473748	30.24701259	27.93848977	8.918198889	7.502182677	5.973539295	16.64477713	14.2829945	16.61524062	27.1596796	26.73911749	26.96830772	49.97207064	51.04660932	49.50837398	30.9061865	30.09344794	28.56852648	33.15048749	30.47722861	31.97236298				
XPO6	14.47520613	14.86301407	14.42825503	24.64002749	27.11876204	24.2592165	12.01734346	11.51601705	11.31239277	21.15984455	17.81465808	19.52916168	20.89683917	20.14306774	21.22928963	28.92783367	28.85986755	29.94163443	38.91331633	39.93149723	37.65265591	20.53438069	19.80551937	18.51926342				
XPO7	19.95636067	20.42073636	21.04424592	34.83306995	37.61032072	35.22094879	15.37878603	14.06293458	14.26910998	23.47657003	23.49803486	22.02942288	13.94364025	13.81909584	13.21099899	16.96189399	14.98539446	16.06274236	11.29330022	11.23678656	10.45145003	11.64454987	12.19801021	11.34433794				
XPOT	16.83218172	16.43602314	17.29080341	31.53683495	35.30060586	32.96205107	12.80575569	13.35306407	14.33589342	30.62997608	29.39954457	31.36948116	64.91450573	63.15583224	59.70100913	100.2994364	98.50593237	99.2421304	43.24286371	43.62997082	45.22937109	35.44707258	33.32094871	33.59481152				
XPR1	7.42224942	7.143516207	7.58972602	6.888288407	8.068370337	7.488479635	13.33457543	13.1574719	13.74923429	13.11648609	12.76540901	13.14756881	7.03781125	7.315206685	7.308856248	10.6639338	11.51287025	11.78416799	15.74207591	15.98075445	16.82348083	18.26927261	18.85996505	19.7665823				
XRCC1	21.58038008	20.44126598	19.70980021	17.10932197	16.30589888	15.54345632	12.28590916	10.55985493	11.66732088	17.63499579	16.52007446	16.8714121	17.99750112	15.68308704	14.20255012	11.89958778	14.14215988	14.39930048	7.906829105	9.65157794	8.010337627	8.581517126	8.732084477	8.453238476				
XRCC2	10.22509882	9.619257769	9.682483811	10.51330448	11.38088872	9.606466648	4.416975602	4.070613894	3.678064346	10.9299836	13.45343655	12.23197991	5.065417265	4.631997946	4.243619964	10.9437664	10.18385226	11.9049755	6.64075024	6.691349426	6.606746917	6.862659336	6.882821608	7.623558221				
XRCC3	3.858194195	4.239813414	3.81095575	5.499170005	5.555568752	4.621840292	4.510145375	3.439820994	3.542626589	19.21916939	20.08097746	18.52440275	9.34281508	9.43730709	9.318146604	11.74927865	12.72010901	13.40474143	3.437233058	3.271901643	3.26233884	3.502711141	2.650880038	3.456030401				
XRCC4	6.506591869	6.587032535	6.273728253	3.528312324	4.169306988	3.321921653	9.687941669	9.88853478	14.540341	5.706881014	5.878875277	5.718658608	2.857235268	3.711688406	3.234651993	3.789264281	4.465821839	3.882522702	2.01947431	2.002376875	2.007895327	2.683654019	3.717838544	3.269731667				
XRCC5	84.54533982	86.81166297	85.79026549	105.1530146	115.3161783	111.4418156	89.31230678	83.77093616	84.26191196	163.8531077	162.655995	161.0719412	129.2754847	123.3151946	122.3273252	146.4482979	134.7315821	146.7518516	106.816251	104.0291966	105.7287002	182.7758166	191.5279813	189.6081165				
XRCC6	177.9599748	179.5303056	172.2645254	187.7217768	192.3134875	188.1609404	68.12450994	68.86001072	67.93827428	104.7831375	91.8455755	100.3309525	115.0724684	106.6888273	106.9033275	116.1916149	110.3027838	119.0653766	134.3602856	133.4080273	128.6541766	201.2142811	206.7600636	199.3686716				
XRN1	29.02256437	28.96727746	30.12854145	15.93471879	13.26397174	14.88482729	23.21853924	24.60925393	27.20470963	7.669990372	8.348237831	8.085294328	11.78734406	12.08415583	11.12253065	12.5909752	12.05727215	11.62392663	15.44399992	16.07867369	16.15499583	14.14950809	14.50756316	14.46672563				
XRN2	55.04329295	57.82091502	56.62929225	54.16230401	56.97254855	51.55692338	15.41803073	15.36642218	13.88223185	24.26307154	21.7369824	22.02095399	39.49283367	37.84064948	38.08162286	57.93382552	57.7405008	59.116582	40.22073807	38.17985254	39.03511688	48.01533395	51.45811369	49.2022421				
XRRA1	4.523829559	4.298865536	4.450765718	5.937573401	6.02681213	6.135257101	1.683707426	1.524500679	1.842552011	2.208247781	2.098081803	1.976404414	5.55943314	5.527587028	5.05976993	6.369146974	6.93807617	7.401020075	7.548495613	6.861502928	6.846938168	4.506050319	4.278887882	4.873702567				
XXYLT1	1.665055281	1.680548345	1.531993322	1.746416766	1.87904246	1.874918394	1.881291226	1.843190607	1.79800557	3.327289957	3.541779117	3.384057061	1.629204756	1.658688858	1.754110253	1.420429983	1.426610232	1.30657646	3.491400677	3.442170628	3.366748892	2.742594537	2.668054426	2.798848938				
XYLB	11.45963095	10.88626543	10.86923123	11.85433555	12.17342969	11.80501665	9.182882846	8.801171379	10.86471576	8.859000365	9.047785742	9.600369342	4.425882214	4.785398308	4.206430923	7.73800197	7.828462317	7.671678677	7.936417012	7.260368923	7.600821317	5.744973121	5.74582793	6.121137935				
XYLT1	0.023578274	0.022141643	0	0.074397305	0.073245764	0.088134037	0.890279817	1.015920571	1.168492868	2.811367751	2.782043254	3.064286179	0.161718238	0.171035447	0.180707632	0.063975624	0.01429966	0.048300105	0.00551546	0.005765519	0.025497495	0	0.014187675	0				
XYLT2	18.73236348	18.72057552	17.76257094	21.13911085	20.15306385	20.35944998	9.607489643	9.509430353	8.934903778	9.030370652	9.560950351	9.021991546	6.836571426	7.593646368	7.950792898	9.112934598	10.21318248	8.717238997	8.030318787	7.944932637	7.527002718	6.186865667	5.898834483	6.332234328				
YAE1D1	2.933886901	3.083860727	2.920032817	3.139744151	3.092284471	3.084377656	3.090598535	3.283449776	3.209626478	4.056764838	4.518921934	4.234418538	1.100470547	1.480376691	1.118763955	2.125842439	1.759112651	1.834241698	3.961814453	3.94577637	3.443099438	5.65101326	5.871285313	6.351612762				
YAF2	2.400096158	2.896234691	2.630426018	3.320657287	3.292208495	3.097007135	2.38929778	2.323078608	1.996779938	2.658786371	2.853268643	2.807785331	3.07393592	3.188816384	2.814358787	3.58413835	3.490581266	3.962270611	5.484667851	4.879676115	5.254688091	3.525057299	3.065823884	3.339865772				
YAP1	21.38427297	21.29605604	22.32214231	26.46110517	24.38339996	25.79056656	17.89997268	16.94375437	14.75717475	17.72901736	17.04797759	17.09982328	13.31601607	13.35420005	13.23611291	18.43272182	17.840674	17.99029996	15.62458277	15.3066278	15.58290026	11.93870799	11.72080684	11.91443198				
YARS	27.19065958	27.03493916	29.64810737	56.7113852	59.34880593	55.614833	15.98179905	14.36278849	14.50358816	28.86537873	21.86652748	27.31996623	99.9470827	97.0054564	99.66630875	119.2675422	121.5190458	119.0610596	46.7127153	45.04363909	43.67375266	43.49922466	35.87882753	36.32472882				
YARS2	18.88345249	20.72074666	19.4124587	25.89280109	27.66610622	26.73531618	11.22943254	10.01885729	9.789470263	17.00258792	16.28761562	16.13678767	11.02229237	12.69149851	12.4525249	16.56429885	13.61733019	17.35046706	14.0383559	15.73748488	12.97962121	10.35606287	9.899537013	9.077487528				
YBEY	2.534430924	2.697341604	2.543598499	2.811057306	2.910695988	2.97124537	2.257396842	2.12366355	1.959505807	2.619975812	2.413736874	2.549749182	2.311163305	2.214932661	2.227190215	2.500634851	2.859885155	2.292475525	2.529524543	2.636695858	2.898527626	3.62440003	2.896025235	3.013012013				
YBX1	78.25014403	83.40471054	79.48185112	119.9057966	128.2952138	118.9856357	57.43246185	51.528441	51.81300203	94.32810416	84.62672094	92.7028025	159.1862214	140.0609082	136.3313273	127.9267912	120.8266987	130.097878	77.84456006	73.26605817	73.75114889	87.03816791	84.25884414	83.02305304				
YBX2	0.172636996	0.097270904	0.16524937	0.134086695	0.030645472	0.193591718	1.124150349	0.719321248	0.491227736	0.975300234	0.932254077	0.775072073	9.20621796	9.107628024	8.410734862	2.904210385	2.764085675	3.63751157	23.87470528	22.8295296	22.5147265	13.90439774	14.87565564	15.26722172				
YBX3	72.93888215	73.81549073	72.0989611	134.7305259	131.2527926	133.2737527	8.093183039	5.301685324	1.194246674	2.809164766	3.132552692	2.656457546	5.705936926	5.812269622	5.700624442	19.85782893	18.68153371	21.39768606	0.063114512	0	0	0	0	0.021153223				
